trip_id,date,time,transport_type,route_id,origin_station,destination_station,scheduled_departure,scheduled_arrival,actual_departure_delay_min,actual_arrival_delay_min,weather_condition,temperature_C,humidity_percent,wind_speed_kmh,precipitation_mm,event_type,event_attendance_est,traffic_congestion_index,holiday,peak_hour,weekday,season,delayed,passenger_count,capacity_percentage,trip_status
T07330,2023-03-16,12:30:00,Tram,Route_1,Station_26,Station_3,12:15:00,13:43:00,6,26,Clear,15.7,60,53,7.1,Concert,2000,47,0,0,3,Spring,1,45,84,Completed
T07327,2023-03-16,12:45:00,Bus,Route_19,Station_24,Station_5,12:29:30,14:01:30,1,-2,Snow,16.2,56,27,1.7,Sports,500,10,0,0,3,Spring,0,8,93,Completed
T07360,2023-03-16,13:30:00,Bus,Route_12,Station_6,Station_26,13:11:30,13:58:30,8,2,Fog,13.8,64,39,0.0,,0,59,0,0,3,Spring,1,34,82,Completed
T07356,2023-03-16,13:45:00,Train,Route_4,Station_24,Station_7,13:10:45,13:40:45,17,21,Clear,14.8,86,60,5.6,,0,62,0,0,3,Spring,1,34,10,Completed
T07334,2023-03-16,15:00:00,Tram,Route_11,Station_30,Station_44,15:04:45,16:23:45,9,11,Cloudy,28.1,79,23,10.3,,0,100,0,0,3,Spring,1,26,67,Cancelled
T07364,2023-03-16,15:15:00,Bus,Route_2,Station_18,Station_10,15:11:00,16:59:00,8,27,Storm,20.4,58,26,9.6,,0,21,0,0,3,Spring,1,15,12,Completed
T07354,2023-03-16,15:15:00,Tram,Route_20,Station_50,Station_25,15:46:00,16:47:00,7,21,Storm,5.4,38,2,12.1,,0,54,0,0,3,Spring,1,6,72,Completed
T07357,2023-03-16,15:15:00,Tram,Route_6,Station_34,Station_12,15:58:00,16:34:00,6,5,Storm,7.3,95,0,13.0,,0,22,0,0,3,Spring,1,48,30,Completed
T07363,2023-03-16,15:30:00,Bus,Route_18,Station_40,Station_26,15:13:15,16:16:15,2,7,Rain,23.3,86,0,6.7,Parade,10000,69,1,0,3,Spring,1,16,32,Completed
T07355,2023-03-16,15:45:00,Metro,Route_1,Station_22,Station_19,15:45:00,16:18:00,5,7,Rain,34.3,58,52,9.1,,500,32,0,0,3,Spring,1,34,18,Completed
T07370,2023-03-16,15:45:00,Bus,Route_19,Station_34,Station_49,15:06:45,15:52:45,16,7,Cloudy,10.4,90,49,19.4,,0,0,0,0,3,Spring,1,40,92,Completed
T07396,2023-03-16,16:15:00,Tram,Route_19,Station_10,Station_8,16:02:30,17:47:30,4,10,Snow,13.8,70,60,4.3,,500,51,0,1,3,Spring,1,22,64,Completed
T07304,2023-03-16,16:30:00,Tram,Route_9,Station_34,Station_38,16:55:00,17:26:00,9,18,Snow,9.6,70,29,9.7,,0,27,0,1,3,Spring,1,30,28,Completed
T07381,2023-03-16,16:45:00,Train,Route_15,Station_8,Station_37,16:43:30,18:04:30,7,1,Cloudy,22.8,51,15,7.0,,0,41,0,1,3,Spring,1,57,71,Completed
T07305,2023-03-16,16:45:00,Train,Route_8,Station_18,Station_2,16:32:15,18:13:15,15,5,Rain,17.2,46,28,13.8,Sports,0,39,1,1,3,Spring,1,11,96,Completed
T07324,2023-03-16,17:00:00,Tram,Route_19,Station_24,Station_5,17:29:30,19:23:30,8,4,Fog,21.4,98,38,5.4,Concert,50000,75,0,1,3,Spring,1,5,100,Completed
T07382,2023-03-16,17:00:00,Tram,Route_3,Station_20,Station_43,17:21:15,18:36:15,12,6,Clear,23.1,73,21,9.0,,0,34,0,1,3,Spring,1,30,100,Completed
T07322,2023-03-16,17:15:00,Metro,Route_10,Station_27,Station_30,17:09:00,18:39:00,9,11,Cloudy,27.5,78,22,9.2,,50000,80,1,1,3,Spring,1,27,48,Completed
T07316,2023-03-16,17:30:00,Train,Route_12,Station_7,Station_24,17:34:45,19:04:45,1,9,Storm,30.1,67,34,6.1,,0,35,0,1,3,Spring,1,30,109,Completed
T07306,2023-03-16,18:15:00,Train,Route_5,Station_15,Station_34,18:20:15,20:01:15,-9,1,Fog,-2.3,64,29,7.9,Protest,10000,28,1,1,3,Spring,1,49,85,Completed
T07344,2023-03-16,18:15:00,Bus,Route_20,Station_45,Station_28,18:38:00,20:29:00,8,22,Rain,27.3,77,46,8.7,,0,51,0,1,3,Spring,1,10,36,Completed
T07377,2023-03-16,18:45:00,Metro,Route_10,Station_11,Station_23,18:46:30,20:27:30,13,23,Storm,10.8,20,0,13.8,Festival,0,37,0,1,3,Spring,1,10,55,Completed
T07380,2023-03-16,18:45:00,Metro,Route_19,Station_20,Station_24,18:28:15,19:52:15,18,18,Cloudy,18.2,52,14,0.6,,0,71,0,1,3,Spring,1,48,43,Completed
T07389,2023-03-16,19:00:00,Tram,Route_7,Station_41,Station_7,19:21:15,21:11:15,10,19,Cloudy,9.1,70,13,17.0,Parade,2000,8,0,1,3,Spring,1,12,42,Completed
T07349,2023-03-16,20:00:00,Train,Route_13,Station_40,Station_15,20:07:15,21:10:15,-2,19,Fog,19.9,80,60,2.2,,0,2,0,0,3,Spring,1,28,101,Completed
T07391,2023-03-16,20:15:00,Tram,Route_2,Station_49,Station_11,20:12:30,20:42:30,11,22,Fog,20.3,62,33,10.7,,0,16,0,0,3,Spring,1,26,104,Completed
T07336,2023-03-16,20:45:00,Bus,Route_17,Station_41,Station_30,20:07:45,22:02:45,3,3,Storm,20.5,53,24,0.0,,0,8,0,0,3,Spring,1,23,105,Completed
T07317,2023-03-16,20:45:00,Metro,Route_15,Station_11,Station_43,20:53:45,22:16:45,7,21,Fog,24.6,54,29,8.6,,0,71,0,0,3,Spring,1,41,59,Completed
T07372,2023-03-16,21:15:00,Bus,Route_4,Station_15,Station_10,21:37:30,22:46:30,11,17,Clear,21.6,67,11,0.2,Festival,0,47,0,0,3,Spring,1,22,29,Completed
T07331,2023-03-16,21:15:00,Train,Route_6,Station_9,Station_12,21:37:00,23:24:00,21,16,Clear,24.0,93,20,15.4,Festival,2000,37,0,0,3,Spring,1,35,49,Completed
T07321,2023-03-16,21:15:00,Tram,Route_19,Station_38,Station_9,21:16:00,22:43:00,6,19,Clear,2.7,89,11,1.9,Concert,500,85,0,0,3,Spring,1,41,108,Completed
T07302,2023-03-16,21:30:00,Tram,Route_10,Station_39,Station_25,21:20:30,22:32:30,5,6,Cloudy,20.0,73,35,8.8,,0,8,0,0,3,Spring,1,34,104,Completed
T07397,2023-03-16,21:30:00,Metro,Route_5,Station_26,Station_1,21:44:15,22:54:15,13,7,Snow,-3.1,25,0,19.1,,0,66,0,0,3,Spring,1,46,67,Completed
T07320,2023-03-16,21:45:00,Train,Route_5,Station_49,Station_22,21:02:15,21:48:15,5,19,Cloudy,1.8,50,48,7.0,Festival,2000,67,0,0,3,Spring,1,37,40,Completed
T07312,2023-03-16,21:45:00,Bus,Route_11,Station_48,Station_14,21:58:15,22:40:15,13,13,Fog,12.3,86,39,14.1,Festival,500,45,0,0,3,Spring,1,14,47,Completed
T07371,2023-03-16,22:15:00,Train,Route_8,Station_17,Station_15,22:40:30,00:34:30,10,14,Storm,10.5,70,24,10.9,,0,100,0,0,3,Spring,1,41,95,Completed
T07387,2023-03-16,22:45:00,Tram,Route_10,Station_38,Station_18,22:45:30,00:09:30,11,15,Cloudy,32.8,50,27,14.6,,0,26,0,0,3,Spring,1,16,54,Completed
T07386,2023-03-16,22:45:00,Tram,Route_12,Station_4,Station_13,22:26:45,23:51:45,7,5,Storm,14.7,72,25,5.4,,0,44,0,0,3,Spring,1,58,50,Completed
T07392,2023-03-16,23:15:00,Tram,Route_16,Station_19,Station_38,23:25:15,01:23:15,10,4,Fog,19.9,66,0,15.8,,0,31,0,0,3,Spring,1,34,18,Completed
T07395,2023-03-16,23:15:00,Tram,Route_17,Station_40,Station_8,23:21:30,00:08:30,12,-1,Clear,18.2,46,21,7.4,,0,25,0,0,3,Spring,0,31,18,Completed
T07347,2023-03-16,23:30:00,Metro,Route_4,Station_34,Station_13,23:44:45,00:51:45,8,7,Clear,8.1,45,15,5.4,,0,60,0,0,3,Spring,1,43,72,Completed
T07351,2023-03-16,23:30:00,Bus,Route_19,Station_14,Station_9,23:14:45,00:32:45,0,0,Storm,8.9,49,16,8.8,,0,34,0,0,3,Spring,0,13,88,Completed
T07314,2023-03-16,23:45:00,Metro,Route_8,Station_33,Station_31,23:37:30,01:07:30,3,13,Rain,16.4,26,35,7.3,,0,0,0,0,3,Spring,1,58,86,Completed
T07414,2023-03-17,00:30:00,Bus,Route_20,Station_26,Station_38,00:11:15,01:53:15,14,12,Snow,16.9,85,31,17.9,,0,58,0,0,4,Spring,1,25,31,Completed
T07458,2023-03-17,00:30:00,Tram,Route_20,Station_40,Station_41,00:23:15,00:58:15,6,10,Rain,23.4,75,20,7.5,,0,50,1,0,4,Spring,1,16,25,Completed
T07423,2023-03-17,00:45:00,Bus,Route_7,Station_33,Station_43,00:27:00,01:34:00,16,7,Snow,27.5,52,46,15.7,,0,49,0,0,4,Spring,1,59,41,Completed
T07453,2023-03-17,01:00:00,Tram,Route_13,Station_41,Station_19,01:01:15,01:56:15,6,26,Clear,31.0,64,25,2.9,,0,11,0,0,4,Spring,1,33,75,Completed
T07401,2023-03-17,01:15:00,Train,Route_13,Station_42,Station_22,01:26:45,02:45:45,5,12,Storm,20.2,56,21,6.5,,0,55,0,0,4,Spring,1,37,99,Completed
T07489,2023-03-17,01:30:00,Metro,Route_14,Station_45,Station_20,01:44:30,02:46:30,14,25,Cloudy,35.2,44,41,12.7,Festival,10000,36,0,0,4,Spring,1,47,23,Completed
T07471,2023-03-17,01:45:00,Bus,Route_16,Station_49,Station_44,01:04:45,01:38:45,9,15,Rain,17.2,52,10,10.5,,0,81,0,0,4,Spring,1,57,47,Completed
T07425,2023-03-17,02:00:00,Metro,Route_1,Station_12,Station_5,02:07:45,02:44:45,0,9,Cloudy,12.4,59,34,1.9,,0,79,0,0,4,Spring,1,19,107,Completed
T07486,2023-03-17,02:15:00,Metro,Route_7,Station_16,Station_39,02:34:45,04:09:45,6,14,Clear,-0.8,100,0,9.5,,0,0,0,0,4,Spring,1,6,17,Completed
T07449,2023-03-17,02:15:00,Bus,Route_10,Station_50,Station_45,02:23:00,03:45:00,9,20,Rain,14.4,31,20,0.0,,0,40,0,0,4,Spring,1,56,109,Completed
T07488,2023-03-17,02:15:00,Metro,Route_16,Station_39,Station_1,02:16:15,04:15:15,13,30,Cloudy,23.7,62,38,18.3,,2000,67,0,0,4,Spring,1,43,30,Completed
T07492,2023-03-17,03:00:00,Bus,Route_15,Station_44,Station_20,03:17:45,04:20:45,5,10,Snow,18.1,75,35,4.6,,0,28,0,0,4,Spring,1,57,65,Completed
T07462,2023-03-17,03:15:00,Tram,Route_19,Station_11,Station_1,03:53:45,04:51:45,11,1,Storm,23.0,71,31,12.3,,10000,51,0,0,4,Spring,1,48,55,Completed
T07413,2023-03-17,04:00:00,Bus,Route_17,Station_22,Station_17,04:47:15,06:15:15,6,25,Storm,2.2,89,23,15.4,,0,54,0,0,4,Spring,1,58,52,Completed
T07499,2023-03-17,04:00:00,Train,Route_15,Station_40,Station_38,04:45:30,05:51:30,13,12,Fog,21.3,77,4,10.5,,0,91,0,0,4,Spring,1,22,101,Completed
T07466,2023-03-17,04:00:00,Bus,Route_20,Station_25,Station_11,04:42:15,06:01:15,17,1,Rain,15.8,71,31,11.4,,0,5,1,0,4,Spring,1,7,55,Completed
T07476,2023-03-17,04:00:00,Tram,Route_18,Station_26,Station_1,04:21:15,05:42:15,25,30,Storm,2.8,59,30,18.0,,0,45,0,0,4,Spring,1,11,57,Completed
T07435,2023-03-17,04:00:00,Train,Route_8,Station_31,Station_44,04:56:30,06:39:30,11,28,Cloudy,14.7,20,3,16.4,,0,29,0,0,4,Spring,1,47,79,Completed
T07461,2023-03-17,04:15:00,Tram,Route_12,Station_44,Station_8,04:45:00,06:34:00,13,10,Clear,25.6,26,44,6.4,Concert,10000,59,0,0,4,Spring,1,22,93,Cancelled
T07402,2023-03-17,04:15:00,Metro,Route_18,Station_18,Station_16,04:52:00,06:50:00,8,20,Clear,17.9,20,0,7.0,,0,78,0,0,4,Spring,1,48,40,Completed
T07427,2023-03-17,04:45:00,Bus,Route_2,Station_6,Station_15,04:42:15,05:59:15,8,17,Rain,11.5,69,25,11.6,,0,0,0,0,4,Spring,1,42,42,Completed
T07496,2023-03-17,05:00:00,Bus,Route_5,Station_40,Station_42,05:01:00,06:12:00,13,23,Storm,14.7,43,33,6.5,Festival,10000,68,0,0,4,Spring,1,41,53,Completed
T07410,2023-03-17,05:30:00,Bus,Route_8,Station_2,Station_24,05:11:00,06:06:00,18,9,Storm,12.4,20,13,4.3,,0,63,0,0,4,Spring,1,37,80,Cancelled
T07475,2023-03-17,06:45:00,Bus,Route_17,Station_7,Station_20,06:50:00,08:00:00,-2,30,Snow,21.2,68,20,11.0,,0,75,0,1,4,Spring,1,48,17,Completed
T07459,2023-03-17,06:45:00,Train,Route_7,Station_3,Station_12,06:52:30,08:03:30,11,25,Storm,19.3,43,16,11.8,,0,52,0,1,4,Spring,1,35,82,Completed
T07406,2023-03-17,06:45:00,Train,Route_8,Station_31,Station_26,06:42:00,07:57:00,13,9,Clear,28.1,62,27,19.5,,0,32,1,1,4,Spring,1,15,11,Completed
T07498,2023-03-17,07:15:00,Train,Route_10,Station_50,Station_42,07:42:00,08:39:00,10,24,Cloudy,4.9,73,15,3.9,,0,76,1,1,4,Spring,1,8,26,Completed
T07485,2023-03-17,07:30:00,Tram,Route_15,Station_10,Station_15,07:45:00,08:28:00,2,15,Cloudy,4.0,64,26,12.4,,0,85,0,1,4,Spring,1,22,61,Completed
T07478,2023-03-17,07:45:00,Tram,Route_1,Station_20,Station_44,07:49:30,09:17:30,16,18,Clear,11.8,57,47,11.7,Festival,2000,17,0,1,4,Spring,1,8,54,Completed
T07418,2023-03-17,07:45:00,Metro,Route_13,Station_8,Station_50,07:01:00,08:45:00,9,30,Rain,12.0,69,18,7.9,,0,10,0,1,4,Spring,1,53,46,Completed
T07441,2023-03-17,08:00:00,Bus,Route_9,Station_49,Station_28,08:55:15,10:45:15,10,0,Rain,13.1,21,30,2.5,,0,65,0,1,4,Spring,0,38,51,Completed
T07428,2023-03-17,08:00:00,Tram,Route_10,Station_48,Station_19,08:21:15,08:54:15,12,18,Clear,19.2,43,17,4.8,,0,58,0,1,4,Spring,1,33,53,Completed
T07443,2023-03-17,08:15:00,Tram,Route_20,Station_17,Station_33,08:03:00,09:15:00,12,8,Clear,12.8,75,25,0.3,,0,94,0,1,4,Spring,1,28,90,Completed
T07490,2023-03-17,08:30:00,Metro,Route_16,Station_46,Station_5,08:00:45,09:26:45,5,28,Storm,6.8,35,20,0.0,,0,21,0,1,4,Spring,1,26,47,Completed
T07460,2023-03-17,08:45:00,Tram,Route_15,Station_27,Station_34,08:41:45,09:35:45,4,23,Storm,-3.0,70,3,15.2,Sports,10000,39,0,1,4,Spring,1,6,108,Completed
T07463,2023-03-17,09:00:00,Tram,Route_15,Station_49,Station_22,09:01:15,10:30:15,14,9,Rain,21.7,75,26,20.0,Protest,10000,61,0,1,4,Spring,1,48,103,Completed
T07497,2023-03-17,09:00:00,Train,Route_1,Station_49,Station_35,09:45:00,10:40:00,10,14,Cloudy,11.9,83,44,6.6,,0,10,0,1,4,Spring,1,10,15,Completed
T07477,2023-03-17,09:45:00,Train,Route_19,Station_45,Station_19,09:36:30,10:31:30,4,14,Clear,11.9,83,60,15.4,,0,77,1,1,4,Spring,1,46,77,Completed
T07479,2023-03-17,10:30:00,Train,Route_8,Station_38,Station_21,10:23:00,11:37:00,17,7,Clear,6.0,45,34,15.8,Protest,0,55,1,0,4,Spring,1,29,60,Completed
T07445,2023-03-17,11:00:00,Tram,Route_4,Station_25,Station_30,11:00:15,11:56:15,12,3,Fog,-5.8,66,54,2.5,,0,15,0,0,4,Spring,1,59,44,Completed
T07416,2023-03-17,11:00:00,Bus,Route_6,Station_3,Station_17,11:17:15,11:58:15,10,7,Cloudy,10.4,51,31,7.6,Parade,2000,59,0,0,4,Spring,1,25,67,Completed
T07491,2023-03-17,11:15:00,Tram,Route_6,Station_11,Station_27,11:49:00,13:02:00,2,14,Storm,26.6,51,44,14.4,,0,0,0,0,4,Spring,1,59,66,Completed
T07444,2023-03-17,11:45:00,Bus,Route_8,Station_11,Station_30,11:56:00,13:43:00,0,6,Rain,16.0,66,36,10.8,Festival,50000,83,1,0,4,Spring,1,20,82,Cancelled
T07417,2023-03-17,12:15:00,Bus,Route_1,Station_4,Station_31,12:00:00,13:49:00,15,18,Snow,29.4,100,24,3.1,,10000,39,0,0,4,Spring,1,35,15,Completed
T07481,2023-03-17,12:15:00,Train,Route_17,Station_24,Station_47,12:18:15,13:33:15,11,30,Clear,18.2,55,32,4.3,Festival,50000,18,0,0,4,Spring,1,18,22,Completed
T07430,2023-03-17,12:30:00,Tram,Route_8,Station_38,Station_35,12:52:00,14:17:00,5,2,Fog,7.7,73,42,14.7,,0,55,0,0,4,Spring,1,43,68,Completed
T07420,2023-03-17,12:45:00,Train,Route_6,Station_38,Station_5,12:43:00,13:18:00,10,25,Fog,16.6,74,21,11.5,,0,86,0,0,4,Spring,1,32,95,Completed
T07426,2023-03-17,12:45:00,Train,Route_19,Station_17,Station_43,12:30:45,14:25:45,14,20,Fog,13.3,48,24,10.3,,0,68,0,0,4,Spring,1,36,101,Completed
T07405,2023-03-17,13:00:00,Train,Route_17,Station_16,Station_50,13:08:45,14:46:45,7,6,Snow,8.1,62,19,10.7,,0,22,1,0,4,Spring,1,32,39,Completed
T07440,2023-03-17,13:00:00,Bus,Route_17,Station_3,Station_38,13:54:30,15:12:30,14,3,Cloudy,16.4,38,14,19.3,Protest,10000,61,0,0,4,Spring,1,55,109,Completed
T07456,2023-03-17,13:15:00,Train,Route_12,Station_40,Station_44,13:16:15,14:47:15,11,12,Cloudy,23.2,65,41,13.0,,0,25,0,0,4,Spring,1,59,11,Completed
T07470,2023-03-17,14:00:00,Train,Route_9,Station_15,Station_8,14:40:45,16:29:45,13,7,Clear,20.5,51,36,6.3,Festival,50000,56,0,0,4,Spring,1,53,67,Completed
T07468,2023-03-17,14:00:00,Tram,Route_7,Station_45,Station_14,14:22:45,15:10:45,8,10,Fog,14.0,41,32,14.3,,0,57,0,0,4,Spring,1,13,45,Completed
T07482,2023-03-17,14:15:00,Train,Route_5,Station_20,Station_34,14:47:30,15:59:30,16,16,Cloudy,24.0,30,13,11.7,,0,22,0,0,4,Spring,1,49,81,Completed
T07464,2023-03-17,14:15:00,Train,Route_16,Station_39,Station_21,14:34:30,15:35:30,10,19,Snow,14.2,87,29,14.8,,0,15,0,0,4,Spring,1,26,54,Completed
T07408,2023-03-17,14:30:00,Metro,Route_12,Station_39,Station_31,14:49:45,16:23:45,13,9,Storm,9.1,56,29,12.0,Parade,50000,61,0,0,4,Spring,1,36,18,Completed
T07473,2023-03-17,14:30:00,Bus,Route_2,Station_37,Station_45,14:56:15,16:48:15,-1,29,Snow,4.3,100,15,4.9,,0,35,0,0,4,Spring,1,9,74,Completed
T07494,2023-03-17,15:00:00,Bus,Route_3,Station_42,Station_15,15:20:00,16:32:00,7,4,Clear,8.6,20,23,6.4,,0,14,0,0,4,Spring,1,27,86,Completed
T07411,2023-03-17,15:00:00,Metro,Route_11,Station_32,Station_23,15:45:15,16:42:15,20,19,Cloudy,22.9,49,9,8.5,Concert,0,28,0,0,4,Spring,1,9,59,Completed
T07403,2023-03-17,15:15:00,Tram,Route_10,Station_6,Station_48,15:52:15,17:39:15,5,17,Clear,19.8,74,20,3.1,,0,7,1,0,4,Spring,1,46,88,Completed
T07465,2023-03-17,15:15:00,Bus,Route_11,Station_23,Station_35,15:42:15,16:49:15,-1,17,Rain,11.9,59,0,20.0,,0,51,0,0,4,Spring,1,57,41,Completed
T07421,2023-03-17,15:15:00,Metro,Route_19,Station_34,Station_38,15:49:30,16:34:30,0,24,Clear,13.3,35,25,17.6,,0,33,1,0,4,Spring,1,36,107,Completed
T07422,2023-03-17,15:15:00,Bus,Route_2,Station_26,Station_3,15:28:00,16:56:00,11,0,Cloudy,0.4,41,46,9.7,,0,81,0,0,4,Spring,0,14,52,Completed
T07455,2023-03-17,15:45:00,Tram,Route_11,Station_27,Station_38,15:33:45,17:11:45,11,17,Rain,17.8,90,38,6.8,,0,60,0,0,4,Spring,1,43,104,Completed
T07434,2023-03-17,15:45:00,Tram,Route_8,Station_18,Station_9,15:03:30,16:06:30,15,19,Storm,14.5,100,33,7.3,,0,100,0,0,4,Spring,1,19,87,Completed
T07439,2023-03-17,15:45:00,Tram,Route_3,Station_39,Station_45,15:33:45,16:53:45,9,19,Snow,14.2,45,28,7.6,,0,45,0,0,4,Spring,1,11,63,Completed
T07446,2023-03-17,16:00:00,Train,Route_4,Station_30,Station_16,16:49:15,18:26:15,11,18,Rain,24.0,96,33,4.5,Parade,50000,20,0,1,4,Spring,1,33,56,Completed
T07495,2023-03-17,16:15:00,Train,Route_10,Station_3,Station_49,16:00:45,17:54:45,14,18,Cloudy,19.4,77,29,9.9,,0,73,0,1,4,Spring,1,51,23,Completed
T07450,2023-03-17,16:15:00,Metro,Route_2,Station_40,Station_29,16:43:00,17:18:00,12,15,Clear,26.2,89,33,0.0,,0,68,0,1,4,Spring,1,7,57,Completed
T07407,2023-03-17,16:30:00,Metro,Route_19,Station_1,Station_14,16:54:30,18:03:30,6,7,Snow,16.6,48,42,9.7,,0,73,0,1,4,Spring,1,23,64,Completed
T07432,2023-03-17,16:30:00,Train,Route_8,Station_37,Station_8,16:53:30,18:10:30,4,5,Storm,1.2,100,50,0.0,,0,0,0,1,4,Spring,1,14,38,Completed
T07419,2023-03-17,16:45:00,Metro,Route_4,Station_34,Station_44,16:20:00,17:22:00,0,26,Cloudy,23.5,56,47,2.2,,0,42,0,1,4,Spring,1,32,56,Completed
T07480,2023-03-17,16:45:00,Tram,Route_13,Station_20,Station_1,16:50:15,17:42:15,5,6,Fog,21.2,61,35,9.1,Festival,500,57,0,1,4,Spring,1,33,72,Completed
T07487,2023-03-17,16:45:00,Train,Route_5,Station_18,Station_48,16:32:00,17:47:00,4,29,Cloudy,24.2,83,26,19.8,,0,55,0,1,4,Spring,1,19,28,Completed
T07500,2023-03-17,17:00:00,Metro,Route_18,Station_8,Station_4,17:11:00,18:36:00,12,-9,Storm,6.4,83,20,16.6,Concert,0,100,0,1,4,Spring,0,39,100,Completed
T07412,2023-03-17,17:00:00,Tram,Route_5,Station_28,Station_4,17:52:30,19:34:30,3,16,Clear,5.5,80,22,9.7,,0,50,0,1,4,Spring,1,10,18,Completed
T07431,2023-03-17,17:15:00,Metro,Route_17,Station_25,Station_11,17:07:00,17:39:00,12,0,Rain,4.7,59,39,7.3,,0,6,0,1,4,Spring,0,16,46,Completed
T07469,2023-03-17,17:15:00,Tram,Route_10,Station_20,Station_6,17:15:45,18:07:45,9,19,Fog,10.6,64,52,8.2,,0,66,1,1,4,Spring,1,51,101,Completed
T07424,2023-03-17,18:00:00,Tram,Route_16,Station_41,Station_13,18:35:30,20:18:30,9,16,Snow,15.9,55,21,7.7,,0,85,0,1,4,Spring,1,42,61,Completed
T07454,2023-03-17,18:00:00,Tram,Route_20,Station_3,Station_22,18:20:15,18:52:15,10,20,Fog,3.1,80,52,13.7,,0,98,0,1,4,Spring,1,17,66,Completed
T07404,2023-03-17,18:00:00,Train,Route_19,Station_42,Station_47,18:05:00,18:54:00,27,18,Fog,29.7,46,50,7.1,,0,47,0,1,4,Spring,1,33,97,Completed
T07484,2023-03-17,18:15:00,Bus,Route_1,Station_2,Station_18,18:02:45,18:48:45,0,19,Storm,16.0,44,15,9.2,,0,45,0,1,4,Spring,1,23,37,Completed
T07437,2023-03-17,18:15:00,Train,Route_20,Station_17,Station_4,18:32:45,19:49:45,0,10,Snow,14.3,34,14,5.7,,0,0,0,1,4,Spring,1,7,45,Completed
T07493,2023-03-17,18:15:00,Metro,Route_2,Station_20,Station_3,18:04:30,19:06:30,0,14,Cloudy,12.1,74,41,8.0,,0,56,0,1,4,Spring,1,12,73,Completed
T07433,2023-03-17,18:15:00,Train,Route_8,Station_14,Station_46,18:01:00,19:52:00,4,0,Snow,34.1,47,35,7.0,,0,11,0,1,4,Spring,0,12,27,Completed
T07451,2023-03-17,19:00:00,Tram,Route_16,Station_49,Station_35,19:00:00,20:22:00,4,21,Snow,17.5,76,37,20.0,,50000,63,0,1,4,Spring,1,59,98,Completed
T07448,2023-03-17,19:15:00,Train,Route_19,Station_46,Station_2,19:01:15,19:57:15,12,11,Fog,21.4,54,29,14.8,Parade,0,44,0,1,4,Spring,1,24,44,Completed
T07457,2023-03-17,19:30:00,Train,Route_1,Station_27,Station_36,19:10:45,21:08:45,3,7,Storm,14.4,95,28,12.2,Concert,500,74,0,1,4,Spring,1,51,77,Completed
T07436,2023-03-17,20:00:00,Tram,Route_2,Station_40,Station_34,20:36:15,21:55:15,10,24,Snow,16.4,46,29,10.6,,0,35,0,0,4,Spring,1,8,87,Completed
T07447,2023-03-17,20:00:00,Train,Route_8,Station_13,Station_22,20:11:00,21:26:00,5,23,Storm,11.0,82,4,11.7,,0,24,0,0,4,Spring,1,55,48,Completed
T07452,2023-03-17,20:00:00,Tram,Route_8,Station_33,Station_8,20:19:45,21:01:45,1,23,Clear,11.6,90,55,13.7,,0,8,0,0,4,Spring,1,25,99,Completed
T07483,2023-03-17,21:00:00,Train,Route_17,Station_39,Station_25,21:43:45,23:21:45,0,4,Rain,12.4,71,58,3.7,,0,17,0,0,4,Spring,1,7,17,Completed
T07467,2023-03-17,22:00:00,Metro,Route_13,Station_1,Station_10,22:19:30,23:29:30,11,6,Rain,10.1,63,23,8.2,,0,82,0,0,4,Spring,1,49,97,Completed
T07442,2023-03-17,22:00:00,Tram,Route_16,Station_12,Station_36,22:01:15,23:45:15,10,3,Storm,18.1,100,26,15.2,,0,0,0,0,4,Spring,1,12,89,Completed
T07409,2023-03-17,22:00:00,Tram,Route_17,Station_10,Station_26,22:56:30,23:37:30,9,7,Fog,10.3,74,18,13.3,,0,66,0,0,4,Spring,1,27,93,Completed
T07474,2023-03-17,22:15:00,Metro,Route_13,Station_3,Station_37,22:06:15,23:23:15,6,8,Cloudy,12.0,65,14,15.0,Parade,50000,91,0,0,4,Spring,1,20,24,Completed
T07415,2023-03-17,22:30:00,Train,Route_15,Station_31,Station_44,22:09:00,23:39:00,4,10,Snow,22.1,38,42,7.8,Festival,50000,8,0,0,4,Spring,1,17,16,Completed
T07472,2023-03-17,23:00:00,Metro,Route_8,Station_7,Station_49,23:08:30,00:47:30,12,18,Clear,10.9,67,15,7.4,Parade,500,58,0,0,4,Spring,1,7,26,Completed
T07438,2023-03-17,23:15:00,Bus,Route_3,Station_2,Station_15,23:19:15,00:33:15,9,16,Cloudy,10.6,36,36,13.2,,0,50,0,0,4,Spring,1,52,95,Completed
T07429,2023-03-17,23:15:00,Tram,Route_14,Station_48,Station_27,23:22:00,01:03:00,13,7,Fog,25.5,89,31,12.2,Concert,2000,0,1,0,4,Spring,1,13,95,Completed
T07502,2023-03-18,00:15:00,Bus,Route_2,Station_40,Station_8,00:54:15,02:24:15,6,7,Storm,-0.9,46,42,18.0,,0,44,0,0,5,Spring,1,18,73,Cancelled
T07598,2023-03-18,00:30:00,Metro,Route_15,Station_47,Station_48,00:30:00,02:22:00,6,10,Clear,-5.7,37,38,19.9,,0,20,0,0,5,Spring,1,17,21,Completed
T07555,2023-03-18,00:30:00,Bus,Route_11,Station_19,Station_1,00:41:00,01:12:00,9,14,Clear,9.9,98,36,6.9,,0,58,0,0,5,Spring,1,57,91,Completed
